symbol,sector,industry
KPLTW,Consumer Discretionary,Diversified Commercial Services
KPRX,Health Care,Biotechnology: Pharmaceutical Preparations
KPTI,Health Care,Biotechnology: Pharmaceutical Preparations
KR,Consumer Staples,Food Chains
KRC,Real Estate,Real Estate Investment Trusts
KREF,Real Estate,Real Estate Investment Trusts
KRG,Real Estate,Real Estate Investment Trusts
KRKR,Real Estate,Real Estate
KRMD,Health Care,Medical/Dental Instruments
KRMN,Industrials,Military/Government/Technical
KRNT,Industrials,Industrial Machinery/Components
KRNY,Finance,Savings Institutions
KRO,Basic Materials,Major Chemicals
KROS,Health Care,Biotechnology: Pharmaceutical Preparations
KRP,Energy,Oil & Gas Production
KRRO,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Industrials,Plastic Products
KRUS,Consumer Discretionary,Restaurants
KRYS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Telecommunications,Telecommunications Equipment
KSS,Consumer Discretionary,Department/Specialty Retail Stores
KT,Telecommunications,Telecommunications Equipment
KTB,Industrials,Garments and Clothing
KTCC,Technology,Electrical Products
KTF,Finance,Finance Companies
KTH,Finance,Finance: Consumer Services
KTN,Finance,Finance: Consumer Services
KTOS,Industrials,Military/Government/Technical
KTTA,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Health Care,Biotechnology: Pharmaceutical Preparations
KUKE,Real Estate,Other Consumer Services
KULR,Technology,Electrical Products
KURA,Health Care,Biotechnology: Pharmaceutical Preparations
KVHI,Technology,Radio And Television Broadcasting And Communications Equipment
KVUE,Consumer Discretionary,Specialty Chemicals
KVYO,Technology,Computer Software: Prepackaged Software
KW,Finance,Real Estate
KWM,Consumer Discretionary,Movies/Entertainment
KWMWW,Consumer Discretionary,Movies/Entertainment
KWR,Industrials,Major Chemicals
KXIN,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KYIV,Telecommunications,Telecommunications Equipment
KYIVW,Telecommunications,Telecommunications Equipment
KYMR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Finance,Finance/Investors Services
KYTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KZIA,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,Health Care,Biotechnology: Pharmaceutical Preparations
L,Finance,Property-Casualty Insurers
LAB,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,Basic Materials,Metal Mining
LAD,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Real Estate,Real Estate Investment Trusts
LAES,Technology,Semiconductors
LAKE,Health Care,Industrial Specialties
LAMR,Real Estate,Real Estate Investment Trusts
LAND,Real Estate,Real Estate Investment Trusts
LANDM,Real Estate,Real Estate Investment Trusts
LANDO,Real Estate,Real Estate Investment Trusts
LANDP,Real Estate,Real Estate Investment Trusts
LANV,Consumer Discretionary,Apparel
LAR,Basic Materials,Metal Mining
LARK,Finance,Major Banks
LASE,Miscellaneous,Industrial Machinery/Components
LASR,Technology,Semiconductors
LAUR,Real Estate,Other Consumer Services
LAW,Technology,Computer Software: Prepackaged Software
LAWR,Technology,Computer Software: Programming Data Processing
LAZ,Finance,Investment Managers
LAZR,Consumer Discretionary,Auto Parts:O.E.M.
LB,Energy,Oil & Gas Production
LBRDA,Telecommunications,Cable & Other Pay Television Services
LBRDK,Telecommunications,Cable & Other Pay Television Services
LBRDP,Telecommunications,Cable & Other Pay Television Services
LBRT,Energy,Oilfield Services/Equipment
LBRX,Health Care,Biotechnology: Pharmaceutical Preparations
LBTYA,Telecommunications,Cable & Other Pay Television Services
LBTYB,Telecommunications,Cable & Other Pay Television Services
LBTYK,Telecommunications,Cable & Other Pay Television Services
LC,Finance,Finance: Consumer Services
LCCC,Finance,Blank Checks
LCCCU,Finance,Blank Checks
LCFY,Technology,Computer Software: Programming Data Processing
LCFYW,Technology,Computer Software: Programming Data Processing
LCID,Industrials,Auto Manufacturing
LCII,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,Finance,Major Banks
LCTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Consumer Discretionary,Industrial Machinery/Components
LDI,Finance,Finance: Consumer Services
LDOS,Technology,EDP Services
LDP,Finance,Finance Companies
LDWY,Consumer Staples,Farming/Seeds/Milling
LE,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Industrials,Industrial Machinery/Components
LEDS,Technology,Semiconductors
LEE,Consumer Discretionary,Newspapers/Magazines
LEG,Consumer Discretionary,Home Furnishings
LEGH,Consumer Discretionary,Homebuilding
LEGN,Health Care,Biotechnology: Pharmaceutical Preparations
LEN,Consumer Discretionary,Homebuilding
LENZ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,Finance,Trusts Except Educational Religious and Charitable
LESL,Consumer Discretionary,Other Specialty Stores
LEU,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Consumer Discretionary,Apparel
LEXX,Health Care,Biotechnology: Pharmaceutical Preparations
LEXXW,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,Health Care,Medical/Nursing Services
LFMDP,Health Care,Medical/Nursing Services
LFST,Health Care,Medical/Nursing Services
LFT,Real Estate,Real Estate Investment Trusts
LFUS,Energy,Electrical Products
LFVN,Health Care,Biotechnology: Pharmaceutical Preparations
LFWD,Health Care,Industrial Specialties
LGCB,Consumer Discretionary,Catalog/Specialty Distribution
LGCL,Technology,Computer Software: Programming Data Processing
LGCY,Real Estate,Other Consumer Services
LGHL,Finance,Investment Bankers/Brokers/Service
LGIH,Consumer Discretionary,Homebuilding
LGL,Technology,Industrial Machinery/Components
LGN,Consumer Discretionary,Engineering & Construction
LGND,Health Care,Biotechnology: Pharmaceutical Preparations
LGO,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LGPS,Consumer Discretionary,Homebuilding
LGVN,Health Care,Biotechnology: Pharmaceutical Preparations
LH,Health Care,Medical Specialities
LHAI,Finance,Real Estate
LHSW,Technology,Computer Software: Prepackaged Software
LHX,Industrials,Industrial Machinery/Components
LI,Industrials,Auto Manufacturing
LICN,Consumer Discretionary,Professional Services
LIDR,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,Consumer Discretionary,Auto Parts:O.E.M.
LIEN,Finance,Finance: Consumer Services
LII,Industrials,Industrial Machinery/Components
LILA,Telecommunications,Cable & Other Pay Television Services
LILAK,Telecommunications,Cable & Other Pay Television Services
LIN,Basic Materials,Major Chemicals
LINC,Real Estate,Other Consumer Services
LIND,Consumer Discretionary,Transportation Services
LINE,Real Estate,Real Estate Investment Trusts
LINK,Technology,Computer peripheral equipment
LION,Consumer Discretionary,Movies/Entertainment
LIQT,Technology,Industrial Machinery/Components
LITB,Consumer Discretionary,Catalog/Specialty Distribution
LITE,Telecommunications,Telecommunications Equipment
LITM,Basic Materials,Other Metals and Minerals
LITS,Health Care,Biotechnology: Pharmaceutical Preparations
LIVE,Consumer Discretionary,Other Specialty Stores
LIVN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIXT,Health Care,Biotechnology: Pharmaceutical Preparations
LIXTW,Health Care,Biotechnology: Pharmaceutical Preparations
LKFN,Finance,Major Banks
LKQ,Consumer Discretionary,Motor Vehicles
LLY,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Industrials,Broadcasting
LLYVK,Industrials,Broadcasting
LMAT,Health Care,Medical/Dental Instruments
LMB,Consumer Discretionary,Engineering & Construction
LMFA,Finance,Finance: Consumer Services
LMND,Finance,Property-Casualty Insurers
LMNR,Consumer Staples,Farming/Seeds/Milling
LMT,Industrials,Military/Government/Technical
LNC,Finance,Life Insurance
LND,Consumer Staples,Farming/Seeds/Milling
LNG,Utilities,Oil/Gas Transmission
LNKB,Finance,Major Banks
LNKS,Technology,Electrical Products
LNN,Industrials,Industrial Machinery/Components
LNSR,Health Care,Medical/Dental Instruments
LNT,Utilities,Power Generation
LNTH,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Technology,EDP Services
LNZA,Industrials,Major Chemicals
LNZAW,Industrials,Major Chemicals
LOAN,Real Estate,Real Estate Investment Trusts
LOAR,Industrials,Military/Government/Technical
LOB,Finance,Major Banks
LOBO,Consumer Discretionary,Motor Vehicles
LOCL,Consumer Staples,Farming/Seeds/Milling
LOCO,Consumer Discretionary,Restaurants
LODE,Industrials,Major Chemicals
LOGI,Technology,Computer peripheral equipment
LOMA,Industrials,Building Materials
LOOP,Industrials,Major Chemicals
LOPE,Real Estate,Other Consumer Services
LOT,Industrials,Auto Manufacturing
LOTWW,Industrials,Auto Manufacturing
LOVE,Consumer Discretionary,Other Specialty Stores
LOW,Consumer Discretionary,RETAIL: Building Materials
LPA,Finance,Real Estate
LPAAW,Finance,Blank Checks
LPCN,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,Consumer Discretionary,Marine Transportation
LPL,Technology,Industrial Machinery/Components
LPLA,Finance,Investment Bankers/Brokers/Service
LPRO,Finance,Finance: Consumer Services
LPSN,Technology,Computer Software: Prepackaged Software
LPTH,Technology,Semiconductors
LPTX,Health Care,Biotechnology: Pharmaceutical Preparations
LPX,Basic Materials,Forest Products
LQDA,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Real Estate,Real Estate
LRCX,Technology,Industrial Machinery/Components
LRE,Consumer Discretionary,Homebuilding
LRHC,Finance,Real Estate
LRMR,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Real Estate,Other Consumer Services
LSAK,Finance,Investment Bankers/Brokers/Service
LSB,Health Care,Biotechnology: Pharmaceutical Preparations
LSBK,Finance,Savings Institutions
LSBPW,Health Care,Biotechnology: Pharmaceutical Preparations
LSCC,Technology,Semiconductors
LSE,Consumer Discretionary,Oil and Gas Field Machinery
LSF,Consumer Staples,Packaged Foods
LSPD,Technology,Computer Software: Prepackaged Software
LSTA,Health Care,Misc Health and Biotechnology Services
LSTR,Industrials,Trucking Freight/Courier Services
LTBR,Consumer Discretionary,Professional Services
LTC,Real Estate,Real Estate Investment Trusts
LTH,Consumer Discretionary,Hotels/Resorts
LTM,Consumer Discretionary,Air Freight/Delivery Services
LTRN,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Telecommunications,Computer Communications Equipment
LTRYW,Technology,Computer Software: Prepackaged Software
LU,Finance,Finance: Consumer Services
LUCD,Health Care,Medical/Dental Instruments
LUCK,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUCY,Health Care,Ophthalmic Goods
LUCYW,Health Care,Ophthalmic Goods
LULU,Consumer Discretionary,Apparel
LUMN,Telecommunications,Telecommunications Equipment
LUNG,Health Care,Medical/Dental Instruments
LUNR,Industrials,Industrial Machinery/Components
LUV,Consumer Discretionary,Air Freight/Delivery Services
LUXE,Consumer Discretionary,Catalog/Specialty Distribution
LVLU,Consumer Discretionary,Catalog/Specialty Distribution
LVO,Consumer Discretionary,Restaurants
LVRO,Consumer Discretionary,Other Specialty Stores
LVROW,Consumer Discretionary,Other Specialty Stores
LVS,Consumer Discretionary,Hotels/Resorts
LVTX,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,Consumer Discretionary,Motor Vehicles
LW,Consumer Staples,Packaged Foods
LWACU,Finance,Blank Checks
LWACW,Finance,Blank Checks
LWAY,Consumer Staples,Packaged Foods
LWLG,Industrials,Containers/Packaging
LX,Finance,Finance: Consumer Services
LXEH,Real Estate,Other Consumer Services
LXEO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,Basic Materials,Major Chemicals
LXP,Real Estate,Real Estate Investment Trusts
LXRX,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,Basic Materials,Major Chemicals
LYB,Industrials,Major Chemicals
LYEL,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Real Estate,Real Estate
LYG,Finance,Commercial Banks
LYRA,Health Care,Medical/Dental Instruments
LYTS,Consumer Discretionary,Building Products
LYV,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,Technology,EDP Services
LZB,Consumer Discretionary,Home Furnishings
LZM,Basic Materials,Metal Mining
LZMH,Technology,EDP Services
M,Consumer Discretionary,Department/Specialty Retail Stores
MA,Real Estate,Real Estate
MAA,Real Estate,Real Estate Investment Trusts
MAAS,Finance,Investment Managers
MAC,Real Estate,Real Estate Investment Trusts
MACIW,Finance,Blank Checks
MAGH,Industrials,Engineering & Construction
MAGN,Basic Materials,Paper
MAIA,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Finance,Finance/Investors Services
MAMA,Consumer Staples,Specialty Foods
MAMK,Consumer Discretionary,Apparel
MAMO,Consumer Discretionary,Industrial Specialties
MAN,Consumer Discretionary,Professional Services
MANH,Technology,Computer Software: Prepackaged Software
MANU,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAPS,Technology,Computer Software: Prepackaged Software
MAPSW,Technology,Computer Software: Prepackaged Software
MAR,Consumer Discretionary,Hotels/Resorts
MARA,Technology,EDP Services
MARPS,Energy,Oil & Gas Production
MAS,Industrials,Industrial Specialties
MASI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASS,Industrials,Industrial Machinery/Components
MAT,Consumer Discretionary,Recreational Games/Products/Toys
MATH,Finance,Finance/Investors Services
MATV,Basic Materials,Paper
MATW,Telecommunications,Metal Fabrications
MATX,Consumer Discretionary,Marine Transportation
MAX,Real Estate,Real Estate
MAXN,Technology,Semiconductors
MAYAR,Finance,Blank Checks
MAYS,Real Estate,Building operators
MAZE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MB,Consumer Discretionary,Restaurants
MBAVW,Finance,Blank Checks
MBBC,Finance,Banks
MBC,Consumer Discretionary,Home Furnishings
MBCN,Finance,Major Banks
MBI,Finance,Property-Casualty Insurers
MBIN,Finance,Major Banks
MBINL,Finance,Major Banks
MBINM,Finance,Major Banks
MBINN,Finance,Major Banks
MBIO,Health Care,Biotechnology: Pharmaceutical Preparations
MBLY,Technology,Computer Software: Prepackaged Software
MBNKO,Finance,Commercial Banks
MBOT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,Health Care,Biotechnology: Pharmaceutical Preparations
MBUU,Industrials,Marine Transportation
MBVIU,Finance,Blank Checks
MBWM,Finance,Major Banks
MBX,Health Care,Biotechnology: Pharmaceutical Preparations
MC,Finance,Investment Managers
MCB,Finance,Major Banks
MCBS,Finance,Major Banks
MCD,Consumer Discretionary,Restaurants
MCFT,Industrials,Marine Transportation
MCGA,Utilities,Electric Utilities: Central
MCGAU,Finance,Blank Checks
MCHB,Finance,Major Banks
MCHP,Technology,Semiconductors
MCHPP,Technology,Semiconductors
MCHX,Real Estate,Real Estate
MCI,Finance,Trusts Except Educational Religious and Charitable
MCK,Health Care,Other Pharmaceuticals
MCO,Finance,Finance: Consumer Services
MCR,Finance,Trusts Except Educational Religious and Charitable
MCRB,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Consumer Discretionary,Hotels/Resorts
MCS,Consumer Discretionary,Movies/Entertainment
MCW,Consumer Discretionary,Automotive Aftermarket
MCY,Finance,Property-Casualty Insurers
MD,Health Care,Hospital/Nursing Management
MDAI,Health Care,Medical/Dental Instruments
MDAIW,Health Care,Medical/Dental Instruments
MDB,Technology,Computer Software: Prepackaged Software
MDBH,Finance,Finance: Consumer Services
MDGL,Health Care,Biotechnology: Pharmaceutical Preparations
MDIA,Consumer Discretionary,Broadcasting
MDLZ,Consumer Staples,Packaged Foods
MDRR,Real Estate,Real Estate Investment Trusts
MDT,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,Real Estate,Real Estate Investment Trusts
MDWD,Health Care,Medicinal Chemicals and Botanical Products
MDXG,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,Health Care,Medical Specialities
MEC,Industrials,Industrial Specialties
MED,Consumer Staples,Packaged Foods
MEDP,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEG,Consumer Discretionary,Professional Services
MEGI,Finance,Investment Managers
MEGL,Finance,Finance: Consumer Services
MEI,Technology,Electrical Products
MELI,Real Estate,Real Estate
MENS,Health Care,Biotechnology: Pharmaceutical Preparations
MEOH,Industrials,Major Chemicals
MERC,Basic Materials,Paper
MESA,Consumer Discretionary,Air Freight/Delivery Services
MESO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,Finance,Life Insurance
META,Technology,Computer Software: Programming Data Processing
METC,Energy,Coal Mining
METCB,Energy,Coal Mining
METCZ,Energy,Coal Mining
MFA,Real Estate,Real Estate Investment Trusts
MFAN,Real Estate,Real Estate Investment Trusts
MFAO,Real Estate,Real Estate Investment Trusts
MFC,Finance,Life Insurance
MFG,Finance,Major Banks
MFH,Finance,Finance: Consumer Services
MFI,Technology,EDP Services
MFIC,Finance,Finance/Investors Services
MFICL,Finance,Finance/Investors Services
MFIN,Finance,Finance: Consumer Services
MFM,Finance,Finance Companies
MG,Consumer Discretionary,Military/Government/Technical
MGA,Consumer Discretionary,Auto Parts:O.E.M.
MGEE,Energy,Electric Utilities: Central
MGF,Finance,Trusts Except Educational Religious and Charitable
MGIC,Technology,Computer Software: Prepackaged Software
MGIH,Consumer Discretionary,Publishing
MGLD,Finance,Finance: Consumer Services
MGM,Consumer Discretionary,Hotels/Resorts
MGNI,Technology,Computer Software: Programming Data Processing
MGNX,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,Consumer Staples,Beverages (Production/Distribution)
MGR,Finance,Investment Managers
MGRB,Finance,Investment Managers
MGRC,Consumer Discretionary,Diversified Commercial Services
MGRD,Finance,Investment Managers
MGRE,Finance,Investment Managers
MGRM,Health Care,Medical/Dental Instruments
MGRT,Technology,EDP Services
MGRX,Health Care,Misc Health and Biotechnology Services
MGTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Energy,Oil & Gas Production
MGYR,Finance,Savings Institutions
MH,Consumer Discretionary,Publishing
MHD,Finance,Investment Bankers/Brokers/Service
MHF,Finance,Finance/Investors Services
MHH,Consumer Discretionary,Professional Services
MHK,Consumer Discretionary,Home Furnishings
MHLA,Finance,Property-Casualty Insurers
MHN,Finance,Investment Bankers/Brokers/Service
MHNC,Finance,Property-Casualty Insurers
MHO,Consumer Discretionary,Homebuilding
MHUA,Health Care,Medical/Dental Instruments
MI,Consumer Discretionary,Other Specialty Stores
MIAX,Finance,Investment Bankers/Brokers/Service
MIDD,Industrials,Industrial Machinery/Components
MIGI,Finance,Finance: Consumer Services
MIN,Finance,Trusts Except Educational Religious and Charitable
MIND,Industrials,Industrial Machinery/Components
MIR,Industrials,Industrial Machinery/Components
MIRA,Health Care,Biotechnology: Pharmaceutical Preparations
MIRM,Health Care,Biotechnology: Pharmaceutical Preparations
MIST,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,Technology,Computer peripheral equipment
MITN,Real Estate,Real Estate Investment Trusts
MITP,Real Estate,Real Estate Investment Trusts
MITQ,Consumer Discretionary,Industrial Machinery/Components
MITT,Real Estate,Real Estate Investment Trusts
MIY,Finance,Investment Bankers/Brokers/Service
MKC,Consumer Staples,Packaged Foods
MKDW,Technology,Consumer Electronics/Appliances
MKDWW,Technology,Consumer Electronics/Appliances
MKL,Finance,Property-Casualty Insurers
MKLYU,Finance,Blank Checks
MKSI,Industrials,Industrial Machinery/Components
MKTW,Technology,Computer Software: Prepackaged Software
MKTX,Finance,Investment Bankers/Brokers/Service
MLAB,Industrials,Industrial Machinery/Components
MLAC,Industrials,Auto Manufacturing
MLCO,Consumer Discretionary,Hotels/Resorts
MLEC,Finance,Blank Checks
MLECW,Finance,Blank Checks
MLGO,Technology,EDP Services
MLI,Industrials,Metal Fabrications
MLKN,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,Technology,Computer Software: Prepackaged Software
MLP,Finance,Real Estate
MLR,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLSS,Health Care,Industrial Specialties
MLTX,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,Health Care,Biotechnology: Pharmaceutical Preparations
MMA,Consumer Discretionary,Other Consumer Services
MMC,Finance,Specialty Insurers
MMD,Finance,Investment Managers
MMI,Finance,Real Estate
MMLP,Energy,Oil Refining/Marketing
MMM,Health Care,Medical/Dental Instruments
MMS,Real Estate,Real Estate
MMSI,Health Care,Medical/Dental Instruments
MMT,Finance,Trusts Except Educational Religious and Charitable
MMU,Finance,Investment Managers
MMYT,Consumer Discretionary,Transportation Services
MNDO,Technology,EDP Services
MNDR,Technology,Computer Software: Prepackaged Software
MNDY,Technology,Computer Software: Prepackaged Software
MNKD,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Health Care,Medicinal Chemicals and Botanical Products
MNOV,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,Health Care,Biotechnology: Pharmaceutical Preparations
MNR,Energy,Oil & Gas Production
MNRO,Consumer Discretionary,Automotive Aftermarket
MNSB,Finance,Major Banks
MNSBP,Finance,Major Banks
MNSO,Consumer Discretionary,Department/Specialty Retail Stores
MNST,Consumer Staples,Beverages (Production/Distribution)
MNTK,Utilities,Natural Gas Distribution
MNTN,Consumer Discretionary,Advertising
MNTS,Industrials,Military/Government/Technical
MNTSW,Industrials,Military/Government/Technical
MNY,Real Estate,Real Estate
MNYWW,Real Estate,Real Estate
MO,Health Care,Medicinal Chemicals and Botanical Products
MOB,Industrials,Aerospace
MOBBW,Industrials,Aerospace
MOBX,Technology,Semiconductors
MOBXW,Technology,Semiconductors
MOD,Consumer Discretionary,Auto Parts:O.E.M.
MODD,Health Care,Medical/Dental Instruments
MODG,Consumer Discretionary,Recreational Games/Products/Toys
MOFG,Finance,Major Banks
MOGO,Finance,Finance: Consumer Services
MOGU,Real Estate,Real Estate
MOH,Health Care,Medical Specialities
MOLN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Technology,Computer Software: Prepackaged Software
MORN,Finance,Investment Managers
MOS,Industrials,Agricultural Chemicals
MOV,Consumer Discretionary,Consumer Specialties
MOVE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MP,Basic Materials,Metal Mining
MPA,Finance,Finance Companies
MPAA,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Finance,Major Banks
MPC,Energy,Integrated oil Companies
MPLX,Energy,Natural Gas Distribution
MPTI,Technology,Industrial Machinery/Components
MPU,Consumer Discretionary,Diversified Commercial Services
MPV,Finance,Finance Companies
MPW,Real Estate,Real Estate Investment Trusts
MPWR,Technology,Semiconductors
MPX,Industrials,Marine Transportation
MQ,Technology,Computer Software: Prepackaged Software
MQT,Finance,Investment Bankers/Brokers/Service
MQY,Finance,Investment Bankers/Brokers/Service
MRAM,Technology,Semiconductors
MRBK,Finance,Major Banks
MRC,Industrials,Industrial Machinery/Components
MRCC,Finance,Investment Managers
MRCY,Technology,Electrical Products
MREO,Health Care,Biotechnology: Pharmaceutical Preparations
MRK,Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,Consumer Discretionary,Other Consumer Services
MRNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNO,Consumer Discretionary,Hotels/Resorts
MRNOW,Consumer Discretionary,Hotels/Resorts
MRP,Finance,Real Estate
MRSN,Health Care,Biotechnology: Pharmaceutical Preparations
MRT,Consumer Discretionary,Rental/Leasing Companies
MRTN,Industrials,Trucking Freight/Courier Services
MRUS,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Technology,Semiconductors
MRX,Finance,Investment Bankers/Brokers/Service
MS,Finance,Investment Bankers/Brokers/Service
MSA,Health Care,Industrial Specialties
MSAI,Technology,Electronic Components
MSAIW,Technology,Electronic Components
MSB,Industrials,Precious Metals
MSBI,Finance,Major Banks
MSBIP,Finance,Major Banks
MSC,Consumer Discretionary,Hotels/Resorts
MSCI,Real Estate,Real Estate
MSD,Finance,Trusts Except Educational Religious and Charitable
MSEX,Utilities,Water Supply
MSFT,Technology,Computer Software: Prepackaged Software
MSGE,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGM,Technology,Computer Software: Prepackaged Software
MSGS,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Technology,Radio And Television Broadcasting And Communications Equipment
MSIF,Finance,Finance/Investors Services
MSM,Industrials,Industrial Machinery/Components
MSN,Consumer Staples,Consumer Electronics/Appliances
MSPR,Technology,EDP Services
MSPRW,Technology,EDP Services
MSPRZ,Technology,EDP Services
MSS,Consumer Staples,Food Chains
MSTR,Technology,Computer Software: Prepackaged Software
MSW,Consumer Discretionary,Engineering & Construction
MT,Industrials,Steel/Iron Ore
MTA,Basic Materials,Precious Metals
MTAL,Basic Materials,Metal Mining
MTB,Finance,Major Banks
MTC,Technology,Computer Software: Prepackaged Software
MTCH,Technology,Computer Software: Programming Data Processing
MTD,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Energy,Oil & Gas Production
MTEK,Telecommunications,Telecommunications Equipment
MTEKW,Telecommunications,Telecommunications Equipment
MTEN,Industrials,Building Products
MTEX,Health Care,Medicinal Chemicals and Botanical Products
MTG,Finance,Property-Casualty Insurers
MTH,Consumer Discretionary,Homebuilding
MTLS,Technology,Computer Software: Prepackaged Software
MTN,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Energy,Oil & Gas Production
MTRN,Industrials,Industrial Specialties
MTRX,Consumer Discretionary,Engineering & Construction
MTSI,Technology,Semiconductors
MTSR,Health Care,Biotechnology: Pharmaceutical Preparations
MTUS,Industrials,Steel/Iron Ore
MTVA,Health Care,Biotechnology: Pharmaceutical Preparations
MTW,Industrials,Construction/Ag Equipment/Trucks
MTX,Basic Materials,Major Chemicals
MTZ,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Technology,Semiconductors
MUA,Finance,Investment Bankers/Brokers/Service
MUC,Finance,Investment Bankers/Brokers/Service
MUE,Finance,Investment Bankers/Brokers/Service
MUFG,Finance,Commercial Banks
MUJ,Finance,Investment Bankers/Brokers/Service
MUR,Energy,Oil & Gas Production
MURA,Health Care,Biotechnology: Pharmaceutical Preparations
MUSA,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,Basic Materials,Precious Metals
MVBF,Finance,Major Banks
MVF,Finance,Investment Bankers/Brokers/Service
MVIS,Technology,Industrial Machinery/Components
MVO,Energy,Oil & Gas Production
MVST,Miscellaneous,Industrial Machinery/Components
MVSTW,Miscellaneous,Industrial Machinery/Components
MVT,Finance,Investment Bankers/Brokers/Service
MWA,Industrials,Metal Fabrications
MWG,Consumer Discretionary,Miscellaneous manufacturing industries
MWYN,Consumer Discretionary,Food Distributors
MX,Technology,Semiconductors
MXC,Energy,Oil & Gas Production
MXCT,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MXE,Finance,Finance Companies
MXF,Finance,Trusts Except Educational Religious and Charitable
MXL,Technology,Semiconductors
MYD,Finance,Investment Bankers/Brokers/Service
MYE,Industrials,Plastic Products
MYFW,Finance,Major Banks
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Finance,Investment Bankers/Brokers/Service
MYN,Finance,Finance Companies
MYND,Real Estate,Other Consumer Services
MYNZ,Health Care,Biotechnology: Pharmaceutical Preparations
MYO,Health Care,Industrial Specialties
MYPS,Technology,Computer Software: Prepackaged Software
